review_date,rating,helpful_vote,review_title,review_body
March 6 2019,3.0,10,great coffee butttttttttt expensive vertuoline brings it down!,good luck getting vertuoline coffee anywhere else except amazon. your local big box stores don't carry it. what's vertuoline coffee you ask? well  it's these newer giant pods from nespresso. when i bought this machine  i should have better educated myself  because these things are both rare and expensive comparably to k-cups etc.the good is that the coffee it does produce is excellent. tastes good  high caffeine (if that's what you're into) and just works. it expels the pod neatly into it's little trash bin behind it  which is good for an office setting like ours. it also heats up relatively quickly compared to kcup machines we've had in the past. it also uses aluminum pods  which for those bpa-phobic out there  i'm sure is a very good thing and perhaps worth the premium. machine also looks good  is easy to clean  and works perhaps too simply  literally it's so simple that people get confused operating it.the bad is expensive pods that are hard to find. also we still haven't figured out how to get it to dispense just hot water for tea  hot cocoa  etc. when we do  it goes into "cleaning" mode and dispenses pretty much all the hot water.anyways  we got the machine on sale  it makes good tasting coffee so it's worth it for some. i wouldn't buy it again or necessarily recommend it for the simple reason you're locked into their rare vertuo line crapola. if this somehow becomes as mainstream as kcups  then cool  but i've seen no sign of that and quite honestly the opposite.  for the price of the vertuo line pods  you're pretty close to a cup at mcdonalds/sbux to begin with  so it's hard to justify the expense.
June 5 2021,1.0,7,don’t buy nespresso vertu machines!!,this machine works perfectly for a few months or even longer  then all sort of problems start happening. this is not my first experience with nespresso machines  i have been a very loyal customer since 2015  with more than 200 sleeves per year! … i replaced over 5 machines since then! yes 5 machines! this is not what to expect from a reputable company. honestly  their machines are not reliable at all  even if you do all their maintenance recommendations with descaling and clean cycles and everything… i love their coffee  it’s the best  but because of their crappy machines  i will stop buying their coffee. a lot of people on youtube are complaining about their machines too  leakage  blockage  stopped working  you name it. bottom line: unless they start doing factory recalls on their defective machines  or work on better machines  don’t buy their coffee/products.
April 4 2018,3.0,27,good coffee  but not reliable machine.,quit working after a little over a month. nespresso fixed it and provided a loaner while they did.  i feel they should have replaced the unit because now  it doesn't brew coffee as hot as it did when it was new.
February 16 2021,1.0,5,stuck in descaling mode,this machine worked wonderfully right up until it got stuck in descaling mode now it’s more worthless than a bleeding paperweight.  the nespresso web site people just tell you to follow the instructions in the manual that didn’t work before i contacted them.  i have never been more disappointed in a purchase in my life... be warned this thing is a expensive chunk of junk.2days later.... i finally got on to a different customer service rep who actually knew how to get my coffee pot out of the descale mode took about 1 1/2 hours and one hell of a long phone call but it's back up and running.  will sell it soon and get something that's not so complex all i want is good coffee
March 10 2019,5.0,15,worth it,i originally got the vertuo evoluo because i was a recreational coffee/espresso drinker and didn't think i needed the aeroccino bundle. ended up returning it within a week because although the coffee was good  it just wasn't brewing hot enough. this machine is exactly what i was looking for - brews hot enough!!!  beautiful design  takes up less counter space  and comes with the milk frother. worth the $$ in my opinion. will update if i find that it leaks.
June 17 2020,1.0,5,beware! this broke one month after warranty expired,the machine made great coffee until it didn't. exactly one month after the warranty expired  the machine started leaking copious amounts of brewed coffee from the bottom of the machine. i did a google search that yielded hundreds of similar complaints. taking the advice of one troubleshooter  i called the manufacturer. after being disconnected during the first call  i found an agent who tried to talk me through a fix over the phone  reading cheat notes from a company-issued binder  which meant that there was not much thinking outside-of-the-box going on. after 30 minutes of manipulating a toothpick  a toothbrush and warm sudsy water  we got nowhere. the final solution? either send the $134.25 machine to get fixed for a fee of $125 or purchase a replacement machine at "25% discount"--which  by the way  was the exact same price listed on amazon.  neither were solutions that i found to be acceptable. i can only thank my stars that i have my old keurig still in the garage.
January 3 2018,5.0,12,this machine broke my $4 a day coffee shop habit,just a week prior to this purchase i bought the original espresso only nespresso not realizing there was a version that brewed coffee. i quickly returned that purchase and bought the vertuoline.there are two versions / manufacturers of the nespresso vertuoline--- 1) delonghi (this one) and 2) breville. i chose the delonghi version exclusively for the swivel water tank feature. aside from this functional difference they appear to be identical aside from design appearance.  i'm really glad i went with this one as it really comes in handy having the tank on same side as sink.  i've even moved the machine to opposite side and swiveled the tank to accommodate it.its important to note that this machine uses vertuoline size round pods only. you cannot view the small espresso capsules. there is a line of espresso capsules that fit this machine however the selection is more limited than the original nespresso line (it is however growing).before purchasing i read many reviews which mention a problem with the water temp being too cool. this comes down to preference- i would say this pumps out sufficiently hot coffee for my liking.  i noticed the second consecutive cup brews a bit warmer than the first cup (maybe the machine warms up).  nespresso told us that you can prime the machine by brewing a cup of plain water first-- this hasn't been necessary -- my hubby prefers his coffee extra hot so i always brew my cup first and his second.  he's had no complaints and doesn't need to microwave it for additional heat.the frother is also great- try using low fat or no fat milk for the best front. i tried half and half and it doesn't foam near as well.  i wish the container had a lip to pour from but that's my only feedback.i seen a nespresso demo years ago at target and i wish i had taken the leap sooner. in the bay area i had a daily philz coffee 4$ day habit and i haven't been once since this purchase.  my favorite capsule is the giornio. add a splash of heavy whipping cream for perfection.  brews with a beautiful foam on top. perfection!
May 6 2020,2.0,7,amazing – until it’s not,we loved this machine when we first got it – it took a while to find the right flavors that weren’t bitter but we did and it was great.... but in less than 1 year the machine started to leak coffee out of the back when we used it  and eventually broke down. customer support was zero help  and barely answer the phone with impossible wait times. i am heartbroken that we spent so much money on a machine that doesn’t last.
July 19 2021,1.0,5,just quit working: am so disappointed ☹️!,i got two different coffees which were delicious 😋. then this used machine decided to quit on its own! i tried reloading three new pods. and following all instructions also emailed to me by the seller. no luck whatsoever  the machine just refused to come on  and start to brew my next cup of coffee. but hey  these are the risks when one buys used. returning item tuesday or wednesday per amazon’s approval  thank goodness!
May 28 2020,2.0,4,great when it works  but ours broke/leaks  even the replacement broke.,when this product actually works  it is great. the coffee is delicious  there's so much variety.that said - i could not recommend this product. i gave 2 stars because it's actually a good product when it actually works  but our 1st machine and 2nd machine both started to leak internally.pros:easy to usecoffee is deliciousgood selection of flavors on nespresso.comthe coffee pods are recyclable; nepresso.com even sends you self-addressed envelops to send back the used pods  free of charge.note: i've never used or tasted a keurig so i can't compare with other similar machines. i've had the a mr. coffee for the past 10 years and only switched to nespresso after glowing reviews (and an amazon sale).cons:leaks after a few months!!! our 1st machine leaked  our 2nd (replacment) also leaked!we've bought the nespresso virtuo plus back in december 2019 since it was on sale on amazon.after about 3 weeks  it started leaking at the bottom. it seems like the there was a clog somewhere inside the machine so coffee would get backed up and overflow. we did the recommended cleanings and descaling cleanings as well  but that didn't help.we did an exchange with amazon and got the replacement end of january 2020. it was working beautifully  we did the recommended cleanings as per the manual's schedule. it started leaking as well in middle of may 2020   same issue as the 1st machine.since it's still covered under warranty (1-year manufacturer warranty)  we called nespresso customer support and they walked us through some troubleshooting (use a toothpick to pick out clogs  do a clean cycle with hot water) but it still leaks  so they are sending us a box so we can send back the vertuo plus so they can fix it and send it back. we are potentially without coffee for about 3 weeks so we will be using mr. coffee in the meantime to fill the void.honestly we are expecting the 3rd machine to eventually break  which is a shame because this is a great machine when it works. it's hard to go back to mr. coffee that we are willing to put up with this product as long as the warranty covers replacements but i do not recommend this product.i think alot of the positive reviews are from users who may not have come back to update their initial 4/5 star reviews.please try googling "vertuo plus leaking" as well.
June 16 2020,1.0,8,leak during brewing  support failed to fix,this machine worked wonderfully for about 3 months... it developed a leak during brewing  leaving half the coffee in the cup  the other half on the counter. a google search revealed this problem is very common with the model. sent into nespresso support; they returned it 5 days later with a part replaced. the "fixed" machine sounded like a lawnmower  with loud rattling and vibrating. on the first cup brewed  the machine still leaked - coffee made it to the cup  but now water spilled everywhere. so frustrating... had to buy a new model (evoluo). to nespresso's credit  they credited me the cost of the new machine and sent some coffee pods  too.
November 29 2017,5.0,25,i would easily buy again and look forward to giving a few ...,unreal! i had the previous nespresso machine and this blows the other one away. a bit more for the cups  but so worth it. i would easily buy again and look forward to giving a few for christmas. rich  bold flavor and ease of use are easily the two best features. biggest drawback is the cost of the pods  but still far cheaper than local coffee shop.
October 25 2019,3.0,6,love it  but it's not hot!,i do love this nespresso machine. it's easy to use. the espresso/coffee options are delicious. this is the second nespresso machine i have owned. the first was the original machine  which i had for 7 years! why 3 stars ...while it's nice that this machine has the option to make larger cups of coffee  i would send it back if my old one would magically work again. the reason: i like hot coffee/espresso. it's true the coffee is warm enough (if you want to drink it all immediately)  but it's not hot! in other words  if you want to make your coffee  pour it in a to-go mug  load your things in the car and take the trash out  by the time you pull out of your driveway  you will need to drink your coffee all at once if you want it warm at all. i like to linger over my coffee whether i'm driving to work or reading on a saturday morning. unless you like to linger over lukewarm coffee  this isn't possible. i would absolutely love it if there was a temperature adjustment on this machine. i've had it 2 weeks and am debating about whether or not i want to return it. sadly  i have spent an exorbitant amount of time researching a better  convenient option. i'm not sure what i will do at this point.
November 7 2020,3.0,3,no complimentary gift,i would rate it as a five-star coffee machine  as i don't think any other espresso maker in this prize range (or even much more expensive ones  for that matter) comes even close to  beating the quality of the espresso that this nespresso machine produces. simply delicious and better than even many coffee bars' in the us.however  i took two stars from the review due to what appears to be false advertising: amazon's description states that "each machine includes a welcome kit with a range of vertuo capsules with unique aroma profiles " which would have been fantastic to sample different pod alternatives and find the best ones for my taste. but the nespresso vertuoplus arrived today with no complimentary coffee pods.fortunately  i had ordered some additional espresso pods  or i would have had to wait a week to check how well the nespresso vertuo actually works. minor issue  as i do not think one can complain too much for not getting what  after all  would be a gift. but i think nespresso and amazon should correct the product description
October 20 2020,5.0,4,i'm a believer,i never bought into the "pod" coffee makers (hello planet earth)  but finally got talked into it (thanks instagram influencers - yes  we know you send them free coffee makers to promote it  no secrets here).  this one came with a pod sampler pack which was delightful.  i promptly used my promo code included in the box and ordered 50 pods.  the pods are very expensive (80 cents to $1.80).  hopefully their patent expires and opens up more options eventually.  a lot of reviews said the coffee maker was quiet  but i wouldn't call it that  you can definitely hear it and i would say that it's actually kind of loud.  the milk frother is my favorite part  - do not get the maker without the frother.  half and half works best  and it even heats up the creamer to a pretty hot temperature.  if you're on the fence about getting this  i would say definitely expect to pay more for coffee overall  but it's the price you pay for getting into the nespresso club.
May 2 2018,5.0,18,mmmmmm,i bought this during a holiday special after my 3rd disappointing verismo.  the pods are a little spendy but delicious.  they send you a bag to recycle all of your old pods.  just drop off with ups along side your amazon return 😂.
January 28 2020,1.0,5,just got done making a cup  and i am returning immediately.......,i hesitated on buying this model because i kept reading reviews on lukewarm coffee  but then there were others who claimed their coffee came out hot.  well  i just made three cups  and every single cup came out what i would consider below lukewarm.  i even microwaved my coffee mugs so they were piping hot  and frothed the creamer  and it did absolutely nothing.  as for me and my household  we only do hot coffee  unless we are drinking iced.  i will also note  that when i put the middle pod in  which is an altissio  barely anything happened  a few drops of coffee came out  and that was it.  i’m thinking i may have received a used  or broken machine as well.  when i received my package  it looked like the box was worn  weathered  and previously opened.  the frother also does not do a very good job of frothing.  i have another frother from espressotoria  and it’s amazing.  so  there’s my eperience with nespresso vertuo plus.  i think i will be trying out the ninja coffee bar.
February 5 2021,5.0,2,don’t skip on buying this,i always wait to put up reviews because you should use the product for a while before posting to help buyers decide.  i bought this machine almost a year and a half ago and it is great.  we also bought the glass stand/capsule holder at the same time.  we love coffee in our home and this machine is especially a plus when you have guests and everyone likes different coffees.  it makes an easy fabulous cappuccino with the frother.  we use a standard coffee machine to brew a pot of coffee every morning and use this for our afternoon coffee fix.  i don’t think the pods are expensive considering they cost an average of $1.00 each and you can’t get an espresso or cappuccino for less than $3-$5 and a regular american cup for almost $2. you also have many pod options for strength and taste so there is something for everyone.  it is definitely a good buy.  several of my friends have now bought this machine after having coffee at my place.
March 14 2020,5.0,2,from like to love in one sip. just needs more availability.,i used to like coffee well enough  but i didn’t drink it often  i went elsewhere for my caffeine fix... but i tried a nespresso espresso years ago and never stopped thinking about it  haha.i finally decided to treat myself and now i’m obsessed with coffee. i look forward to waking up to get my espresso fix  and sometimes i even sneak another cup when i get home from work. it’s just completely changed the game for me and i love that they give you a sample pack. the quality of the coffee is just incredible and i’m thrilled with it.those are the pros  but there are some cons.this particular machine worked flawlessly the first couple of uses but now the button isn’t quite responsive and it takes a moment or two for it to start brewing. by that  i mean i thought maybe the water was low  so i went to fill it and half way through filling it the machine started brewing. it was a mad dash to turn it off.next  there’s the matter of the pods. more so the attainability and availability of them. williams sonoma sells the original line but for some reason nestle hasn’t released the the vertuo line to them yet  which  suffice it to say  is stupid.shipping an online order directly from nespresso takes a minimum of 3 business days for my location  which  maybe i’m spoiled by amazon  but not a fan of that.aaaaaand  seasonal creations sell out fast  so you gotta pay attention to those emails  folks. don’t sit on them.also  nespresso boutiques are hard to come by. i live in a major metroplex and there’s only one about 90 minutes from me. if they’re going to be stingy about how many locations they have  why not allow williams sonoma to handle some of that retail?bottom line  it’s decadent coffee but it’s a bit of a pain in the ass to obtain.
October 18 2020,1.0,3,very dissapointing,this is my second nespresso vertuoplus machine. the first machine (purchased november  2019) began leaking coffee during brewing after 3 months use - amazon promptly replaced the unit with a new device in january  2020. the new machine began leaking coffee today  so i spent 62 minutes on the phone with a very patient and helpful nestle associate  but after going through a significant number of repair steps  the machine continues to leak. so nestle's solution is to send me an empty box to return the unit for repair  but they do not have any loaners to use in the meantime! so i have 3-4 weeks of time where i have to buy another coffee machine to use in the meantime!! where is the sense in that. i like the coffee from the vertuo  but the reliability is extremely poor. noting what i know now  i would not knowingly purchase a nespresso machine  nor do i recommend it to anyone else.
August 15 2021,1.0,2,extremely disappointed,wouldn’t recommend this machine to anyone. we have owned ours 4 months and it’s not working at all. the “start” button is mushy  you can’t always tell you pushed it correctly. the owner’s manual isn’t real helpful - very general instructions and didn’t address our problem at all. we looked for videos on our machine to see if we could find something. the one video we found was a man experiencing the same problem  long story short  he didn’t resolve it either.we are having to buy another machine and it was not this brand!
