review_date,rating,helpful_vote,review_title,review_body
October 12 2018,1.0,136,big waste of money,i think this is a big waste of money. i looked a lot for a cappuccino machine and read lots of reviews and i think the vídeo they put with the pictures of this machine are misleading. they don’t show the frother working beginning to end. the frother its a joke!. i used coffee creamer and it didn’t do any foam at all. then i used milk and this is as much “foam” i got for my “cappuccino”.i was really excited for my very 1st keurig and this is a total disappointment.
December 5 2018,3.0,86,love/hate relationship:1st unit defective.less tech.watch out 4 frother glitch during auto/off cycle,update #2 (12.26.18): i'm very leery to post this updated review based on my unit going defective when i posted original review below. hopefully no jinxing this time. so i called amazon who connected me through keurig manufacturers of this machine  and i was able to get it replaced. i might add how really frustrating that process was  but amazon stayed connected for duration of the call which was nice. took 20 minutes for the k-rep to get my email address correct  and about another 15 for my address; clearly they are based outside the us if you need to spell illinois five times. then you have to wait almost a week to get an email to print the fedex label to ship out. k-rep instructed me to leave on porch and someone would get it in a few days  but how would they know when i got/printed label? since that didn't sit well i called fedex and was another daunting experience in itself (i'll spare you the details).in the end i got my replacement unit but was not the correct color (k-rep never asked  and i was so frustrated in the 50 minute phone call that i forgot to inquire). i was instead sent the "special edition" and i was like  wow free upgrade. sadly still low tech  no extra features. i must admit i like this special edition better. the only difference is the color and a couple finishes. it's more metallic looking and goes better with my ss appliances. the drip tray cover and handle to brewer are metal and appearance is nicer so it doesn't have the cheap look as the black did. bear in mind i didn't think that of the black model at the time until i can now compare the two. i hated the drip tray on the black model  cover never seated right; had to mess with it a few times every time you clean it to seat properly (not with special edition). i've now had my replacement for two weeks (1 week longer than previous machine that crapped out after 5 days). i am pleased to report no electrical issues or draining of my tank. i bumped this review up to three stars  cause i dont think i'm out of the woods yet. i still cringe everytime i turn machine on  is it going to break? i'll provide another update 6-12 months and give 5 stars if still no further issues.update # 1: i was in bed late writing 5 star review below  now one star. irony is literally hours later when i woke up  i turned power on for first time after posting review  and drained my tank. unit is defective... just drains tells you to add water and kept on draining. see video. silver lining/bonus to no auto on feature... the tank was full  and would of emptied out all over the counter and floor so it could have been worse.original review: more money on this unit for less tech. power button/auto off that's it folks. no fancy clock  no auto on to a preset time  and the addition of water tank handle is annoying! interferes with the lid operation. cash in the chips and trade all that tech for some latte's and capps! is it worth it  you bet! had the lattes and caps not turn out so well i would of been furious to back pedal from the elite version. i have had no breaker issues at all *sigh relief*helpful tip: when auto off is engaged  (power off cycle) it is possible for the unit to provide false feedback from frother during auto off cycle fooling one to think it can operate and fool you again to believe its broke. for reasons unclear you can press cold  latte  or capp buttons on frother and they beep/ light up on frother  but milk wont churn. once i realized auto off engaged  i turned power to keurig on  and it was fine. weird glitch..... again  power to frother comes on and can press capp or latte and seems responsive  but didn't froth or do anything.. come to find out the power to keurig must be on or you will have froth issues. my only question is why did they design it this way? if power is off to keurig machine  there should be no power to frother  fooling one to think its broke since it is reactive minus the froth process.
June 14 2018,5.0,129,amazing machine,i am already is love with this machine. it makes an amazing latte. i have been waiting for keurig to come out with one. we have an espresso machine but we never use it cause it was such a pain to make anything with it. making a latte is so easy and clean up is a breeze with this new machine. makes great regular coffee just like you expect with a keurig machine. only thing i would change is a feature that allows you to have it turn on at a preset time. it does take a little longer to heat up compared to our older keurig model.
August 23 2018,1.0,97,frother doesn't work,i'm on my second k-cafe  i had to return the first because the brother quit working...i got the new one and the brother has never worked....on the first one  the brother worked for about three weeks before it quit  and it was a truly glorious coffee maker. i was so happy with it! now i'm just annoyed. i guess i will return it for another and hope that third times the charm??
November 17 2018,5.0,53,keurig really landed this one!,i've had this machine for about a week now and love it!the bad:1)  the "safe" level to fill the milk to is not even 12 oz  but you can overfill it a little.  after done frothing pour it right away!  the foam separates out quicker than when steamed traditionally.2)  the water reservoir handle is poorly positioned.  you use the handle to pull it from the machine  but then you can't remove the lid to fill it unless you set it down again as the up position of the handle doesn't allow the lid to come off.  oops!the good:1)  you can pull your coffee and froth milk at the same time.  it does need to heat up completely before it will do both.  you'll know because you press the button to froth and it won't do anything.  just be patient and it'll start frothing when the machine is ready.2)  it seems hotter than other keurigs  but doesn't seem to take any longer to heat up and it does heat up quickly.3)  i read some reviews about it popping breakers  etc.  i have a "normal" home as for electrical wiring (none of my outlets pop) and it's fine.4)  coupon for 50% off through keurig website!  i can't remember if that came in the box or i got it after i registered my keurig  but i ordered 5 boxes of starbucks  (24 cups/bx) and paid less than $50.5)  not as big a footprint as i thought.overall  really nice machine and i'd recommend to anyone!
January 23 2019,5.0,51,an easy-to-use brewer that makes great-tasting espresso-style beverages,i love this brewer!  i hesitated to buy it because the only experience i have with espresso beverages was ordering them at starbucks—but after all  i reasoned  this is a keurig  so it can’t be too complicated to use.  and it’s not complicated at all!  i was up and running with my first mocha latte inside of 10 minutes  it’s that simple!  it uses ordinary k-cups  whatever flavor you choose (i like starbucks plus  which claims to have twice the normal caffeine) and whatever milk you like  whole  soy  low-fat  etc.  for mocha  i’m using low-fat chocolate milk  but that’s just me—the rules are  there aren’t any rules!  oh  there is one rule:  be sure to clean the frothing container  including the magnetic stirrer which sits on a spindle in the bottom of the frother.  of course  this is not a genuine espresso machine  those sell for $1 000 or more  but for me  it’s plenty good enough!
July 22 2019,1.0,43,buy the smaller ones - stagnant k-cup blend,here is the huge flaw in this design. there is an external reservoir  nbd right? wrong! first this thing costs a fortune. why did i get this one? to avoid buyer's remorse. ironically here i am full of regret and out 200 dollars. so why am i so disappointed? this unit has an internal reservoir in addition to the external. so what happens is the unit sucks water in to make your k-cup  but instead of just using it straight from the reservoir it pulls it into the internal reservoir for the next batch. basically what this thing does is if you drink 1 cup a day  you're using water that's just been sitting stagnant inside the machine to brew your cup. the only way to get fresh water is to cycle the machine once before you use it. if you use filtered water you're just throwing money down the drain  as well as extending the time and effort it takes to make your cup. this thing sucks! you want one  buy mine i'd gladly sell it to you to get the smallest one. perhaps for an office or something this could work  but you're always forced to used old water that's been sitting in the machine. absolutely not a good fit for an occasional k-cup.
November 9 2018,1.0,65,caveat emptor,this was great for about a week. then it just stopped. it started making a noise like it wanted to warm up and then click. it was off. just stopped. out of frustration and having lost a spendy new keurig  i threw it away. who saves the box?  no refund  exchange or credit for this mt mama.
August 27 2018,5.0,59,works great. easy to use. easy to clean. looks stylish.,replaced our existing keurig with the keurig cafe and it is awesome!  haven’t made coffee yet but we have run water through to clean and tried out the frother. wow!  can’t wait until morning!update:  check out the cappuccino!  easy to use - great foam  a dream machine.
June 23 2018,5.0,77,espresso beverages are superb  and makes great drip coffee as well!,surprisingly awesome!  i was very skeptical because i like espresso beverages.  i bought this to replace a 15 year old  well loved krups machine that had auto drip on the left and espresso on the right since i husband prefers drip.  he also loves his keurig machine at work.  this machine was not bigger than my krups dual purpose machine  so i didn't think the footprint was too big.  first beverage i made was an iced latte.  it was perfect!  it even frothed the coffeemate sweet italian cream non-dairy creamer which my krups machine was never able to do.  now  if the machine can last 15 years like my krups i will be very happy  but that has yet to be seen.  i like it very much  it is very easy to use  and has simple instructions.update: still works great! i can get 2 shots out of 1 k-cup without compromising the quality of the beverage.  to me  frothing works better for lattes on both and cold and hot settings  but cappuccino frothing is decent.  tray is removablel  and as long as your travel mug isn't taller than 7" it will fit under the brewer.
September 21 2018,5.0,45,this is wonderful!!!,our krups latte machine we had for over 25 years finally quit working.  we nursed it along as things aged and broke.  we looked online for quite a while until we found the k-cafe and decided to give it a try.  well  it is just wonderful.  we love it.  easy to use  and have found the close to perfect match for the lattes we used to make on our krups: do the latte milk in the frother  select coffee  strong  8 oz. and use your own keurig "my k-cup" and fill it within 1/8 inch of the top.  we are used to the krups double shot  so this is the closest we can get.  only suggestion would be for keurig to add a "double shot" option/capability.  otherwise  if possible  we would give this 8 stars!!  :)
March 23 2019,1.0,40,buyer beware-,to start off bought two of these machines...both didn’t work. here’s my rating.1.do not buy if you have a brand new home or recently rewired your kitchen with the newest gsi wiring/plugin outlets. this machine is a powerhog  it will brew the espresso/coffee just fine  but once the milk frothing begins it exceeds the two minute mark then blows every fuse in the kitchen. thus you’ll have to go to your fuse box to retrip it...let me mention the coffee maker was the only thing plugged in at the time of brewing and i tried every outlet thinking it was our wiring that caused the blowouts. read other reviews and found they had the same problem. very annoying.2. it has two milk frothing options cappuccino or latte. this is a complete joke  it’s literally two bottons doing the same thing. the only difference is the amount of milk you put in the milk pitcher. both have the same froth consistency which is overly frothed milk.3. neat design and color choice of coffee maker  but quite large compared to other coffee makers.4. the strong button is nice to make your coffee taste stronger5. cold frother option was a cool concept6. temperature control was good  the drinks always came out hot... but by the time of retripping my fuse box and getting the power hog to work again  you could say my cup of joe wasn’t so satisfactory.i thought kerig would’ve had these kinks straightened out before selling a coffee machine poorly as this one :/
April 2 2019,4.0,32,very convenient and easy,i have had this coffee maker now for 4 months. it worked flawlessly until 2 days ago when the frother stopped frothing. it still spins but the milk only gets hot. after a closer inspection it appears that the small post that causes the magnet to spin has a hairline crack through the plastic housing where it is seated.in addition it looks like the crack is being caused by an upward force as there is a slight bulge in the spot as if the post is being pushed out of the machine. so clearly not something we could have done. i'm not sure why this would cause the frother to stop working. perhaps it no longer spins fast enough. in any case i got in touch with keurig directly and they were very supportive making arrangements to have this corrected within a few days. i still believe the machine is the best for our needs so looking forward to having it up and running again. hopefully the service keurig provides backs up our belief in our coffee maker.
October 14 2018,1.0,52,turns off randomly  and pours water out the spout when turned back on.,delivered aug 17  2018. randomly turns off. first time it happened it started pouring water out and burned me! i have only had the product for less than 2 months. problems started a little over a month  and was too late to return.
November 22 2018,1.0,34,not worth it,i got this to replace an older model. as usual  it's very practical but don't expect great coffee out of it. i personally had issues with this new one and now unfortunately is past amazon's limit for returns so i will have to stick to it. sometimes it acts up and i have to power cycle it. the milk frother does an ok job also but i had another issue: it showed rust with just a month of use. i noticed it can accumulate water underneath - a big design flaw imo.i like to use my own coffee in the universal cup and on this one it always leaks out of it.as i said i regret the purchase and my timing with a decision to return it.
July 11 2018,5.0,45,aaaaaaaaamazing!,this coffee machine is going to save me loads of money!  i’m a big fan of americanos with steamed breve....use to order two everyday at the local coffee shop..not anymore!  this machine makes them better!
August 20 2018,5.0,30,starbucks barista approved,as a former starbucks barista and self diagnosed coffee addict this machine is a dream come true. unlike other low budge coffee makers this machine does a great drop both heating and frothing the milk. i had given up on making lattes at home long ago after machines that were in my priced range water down the milk in a poor effort to heat and froth during the steaming process. i definitely wasn’t going to buy one of those $1000+ machines either. i’m not sure how it heats the milk but it does a perfect job and the foam is impressive.the machine is fun  easy to use and intuitive. i didn’t even open the instruction manual. the lattes and cappuccinos it makes are comparable to starbucks using any kpod you desire. i’ve tried several non-espresso roast kpods and had delicious latte regardless of which one i used. this is one of my few splurges that i didn’t need but was definitely worth the money!!!
July 3 2018,5.0,35,this machine is amazing  could almost cry over how fantastic it is,i plan on making a more thorough review video soon  editing it now. this machine is amazing  could almost cry over how fantastic it is. trust me when i tell you that your spending your money on some convenient high grade equipment here and my life could not have been more complete without it.
October 16 2018,4.0,25,keurig k-cafe v. nespresso,i had a keurig from almost the time they first came out.  a couple of years ago  i switched to a nespresso machine.  however  i did not enjoy the high price of non-reusable nespresso cups and all the reusable ones were challenging with no less work.  so  when the k-cafe came out  i thought it was the answer to my needs.  here are my personal pros and cons:k-cafe allows you to use reusable k-cup with your own coffee which i love.  this is a considerable cost saving and allows me infinite flavor and strength options.  4 shipments of nespresso pods equaled the cost of the entire k-cafe machine.  the k-cafe has a larger water reservoir and has multiple size/portion settings  the built in frother is dishwasher safe and works very well (although i read some reviews that it didn't - i've had no issues).  importantly  it is easy to clean and is a fast as my nespresso frother.  unlike my nespresso frother  the k-cafe frother will froth cold milk very well and does not leave a "skin" at the bottom of the frother like my nespresso frother did when frothing hot.  the two biggest draw-backs are:  the frother part is plastic - and am worried that if broken or lost  will cause an issue.  importantly   "no crema" for the k-cafe "shot."  because of this  i've not been able to get a nice creamy strong shot.  i'll be playing with the grind  but i believe it is more a function of a lack of the pressure that the nespresso has.  so  in short  if you are a "kitchen barista" like me who likes lots of variety  the k-cafe will more than meet all your coffee  tea  hot chocolate  and specialty needs.  however  if you are an espresso aficionado  you will be disappointed in the lack of pure crema.
July 27 2018,3.0,41,frother not frothing,the frother quit frothing and now just warms the milk. called customer service and did not get any answers. they said they would call back next week. really keurig?
July 16 2019,1.0,21,frother breaks down after return period is over. keurig does not respond on website,i purchased this product and was delighted with the performance for the 1st few weeks.  one day about 6 weeks after i purchased the machine  the frother simply stopped working.  after checking all the boards and what on-line info i could  i went to the keurig website and asked how to fix it.  they responded that they respond to all requests within 48 hours and sent me a nice note that asked that i watch the video's or call for service.  i am past the amazon return window and will now have to devote time to work through the issue with them.i purchase very  very frequently on amazon and have never been faced with this issue before.i strongly recommend that you not buy this particular model machine because neither amazon nor keurig offer the support they should for a piece of equipment at this price point.
July 19 2018,5.0,34,phenomenal coffee and latte / cap maker,omg!  this k-cafe is the bomb!  i am so thrilled to be making all the fancy  expensive drinks at home now!  i researched this model for some time as i didn’t want to buy a $1 000 + model from italy and this seemed just perfect for hubby and i (i like caps and lattes and he likes a good ol’cuppa joe).  so i finally decided to try it & received my k-cafe yesterday.  super easy set up and directions were short  simple and clear.  made my first cap this morning.  i used a decaf peet’s k-cup for my shot and since i only had half and half in the fridge  used that.  omg!  it took me less than 5 minutes to make my cap (and that was while reading the directions while i made it) and the volume of foam on the milk was incredible!  more than i’ve ever had at a custom or indie coffee shop.  of course that had a lot to do with the fat in the half and half but darn  that frother works really well.  i can’t wait to see how whole milk and almond milk turn out.  i also love how easy it is to rinse out the little frother pot  too for use the next time.  bottom line for me and my family  this k-cafe rocks and i’ll be saving so much money and time from now on.  thank you keurig!  you made the perfect machine for us here!  p.s. i bought this k-cafe with my own money and no one paid me to write this review.  😊update!  i’ve had this for about a week now and have used soy milk  almond milk  cashew milk  whole milk and 2% milk (allorganic).  the froth is still thick and plenty of it and hot!  😍  hubby  who just likes regular cups of coffee even enjoys all the 6  8  10 and 12 oz options for coffee  too (and he thought we didn’t need this machine)!  if i could give this 6 stars  i would!
July 21 2018,1.0,87,frother frustrations :(,i'm already on my 2nd machine because the frother does not work.  there is clearly a defect that needs to be addressed.  my first machine worked for about 10 days and then stopped  the frother on the second machine never worked.  the machine will heat the milk but cannot create the froth which makes having a latte or cappuccino impossible.  don't buy this machine until keurig figures out the issues with the frother.  if that worked  i'd highly recommend it.
August 28 2018,4.0,25,good cappacino,i have figured out how to make a good cup...strong and good foam.  i do 2 shots from same pod or reusable cup... then use full milk with a dash of half and half...then do a cold whip then a hot whip of same milk...this gives you a full  more solid and lasting foam.  i am still looking for an espresso that i really like.  so far  the reusable cup gives me a stronger espresso flavor when doing 2 shots.  my only regret with the machine is that it is not real expresso but i knew that when i first ordered it.  am satisfied.
March 28 2019,1.0,22,don't buy this model it has electrical issues - see other reviews that mention the same,i bought this coffee machine and really liked it unit it started tripping the breakers in our kitchen.  our kitchen has new wiring and breakers and i have run many other devices like other coffee makers  microwaves  electric skillet  etc. with no issues.  other reviewers have mentioned this same breaker tripping problem.  it used to only happen when the auto shut off was engaged but now it happens more frequently.  i wish i would have returned it before the thirty day window closed on returns.  do yourself a favor and buy a different model.  keurig knows about the issue but continues to sell a faulty product.
October 29 2018,1.0,32,weak coffee,was excited to receive this machine today and was disappointed with the first cup of coffee.  it tastes like water and a smidge of coffee.  2nd cup tried the strong and 8oz size and still weak.  tried strong and 6oz and still tastes like water.  my old keurig brewed much better coffee.  trying the espresso pods tomorrow - if still weak then i am sending back.
April 24 2019,3.0,14,worst customer service. dont purchase.,after having this for only 2 months. the frother stopped working. the automatic shut off stopped working as well. called amazon who i understand doesn't service the product transfer me to keurig representative who was rude and clearing not in the mood to help transferred me again to another representative who was just as rude. actually  even worse. didn't care about my concerns when i asked if they could ship replacement faster. she stated it's free  that all we cover. the express you have to pay. proceeded by cutting me off when i was attempting to say i would pay. wow talk about horrible customer service. they both said it was a new product that has issues so in other words they were trying to say hey  deal with it. do yourself a favor dont purchase until they have their issues worked out. will never be purchasing any of their products again.
December 4 2019,3.0,9,overrated on amazon  but not a total pos,if you had keurig machines before  this machine won't blow you away.  i paid a cyber monday price for it so i am willing to cut it some slack.  if i had paid full price i would have sent it back. i have owned four keurig machines in the past and this machine is very much a basic  entry-level keurig machine with an attached milk frother.  by entry-level  i am referring that it does not have a programmable timer or programmable off-switch.  it doesn't have water temperature controls like other keurig in its price range.  the temperature of the brewing water cannot be set between 186-192f like other keurigs.  it's pretty lightweight compared to previous models so not sure what that might imply about the build quality.the milk frother is essentially and literally a magnetic spinning cogwheel that whips up the milk inside the milk frother cup.  the stainless steel cup has a coupling mechanism on the bottom that attaches to a spinning motor in the housing of the coffee maker.  the cogwheel is held in place by magnetism  but not a very strong magnet.  so when washing out the steel cup  make sure the cogwheel doesn't fall lose and go down your kitchen drain otherwise you will be without a milk frother.  how long the mechanism frothers the milk isn't adjustable which would explain why many people might have different degrees of luck frothing milk.what i do like about the machine is that it saves you some time by dropping in a k-cup and some creamer  pressing a few buttons and walking away while it makes your coffee.  and it may take a while because unlike other keurig machines i have own  this one takes its time heating up the pump.  if you already have a medium-end keurig machine  you don't need this.  just get yourself an aa-battery powered spinning milk frother and a steel milk frothing cup and you will have your cup of coffee sooner than this gadget will make it for you.it is compatible with reusable k-cups for loose coffee grains.  the mechanism for inserting k-cups is exactly the same as found on first-gen keurig machines so those attachments should work fine with this machine.if i could turn back the clock  i would have not ordered it since i already had a programmable keurig machine with lcd display and the milk frother on this machine is a joke for any serious cappuccino and latte drinker.**** edit 3 hours later.this keurig model does not even have a water filter holder like every other keurig before it.  the milk frother does not even warm up the milk or cream.  on closer inspection  the spinning cogwheel spins based on changing magnetic polarities which means this thing will be prone to get stuck.  i am really disappointed with keurig.  i will be returning this back to them after all.  my old keurig was much better.  if you paid more than a hundred dollars  you overpaid for this machine.
December 1 2018,1.0,23,let's start here...,i've had a single serve keurig for years and finally pulled the trigger on a cappuccino maker. when i unboxed my new keurig i was very disappointed.... it just looks cheap! my old keurig has a very classy look with a metal cup plate  silver accents and feels very solid. the cappuccino keurig just looks and feels of cheap plastic! everything is plastic excluding the frother. not at all what i expected.
September 12 2018,4.0,20,love at first cup!,always loved cappuccino but never wanted all the extra equipment and mess of a esp/capp machine.  this keurig does it all (regular coffee too) and my first capp was done easily with a decaf italian pod.  delicious!i am only giving four stars because the tank is a little small  but more importantly  i am pretty sure that the tiny little frother valve will go down my garbage disposal while cleaning within the first week! (a design improvement could be helpful on that). otherwise i am in love!
March 13 2019,2.0,15,great concept  unfortunately not a good coffee maker,pros: nice design and looks good on the counter. but that's it.cons: takes a long time to brew. heats up for 2 minutes before starting the coffee.  the coffee itself is hot  but always tastes watered down. not even fresh. even when you press the "strong" brew button.milk frother is a joke. doesnt froth the milk at all...just adds a few bubbles  for both the cold and hot option.overall i'm disappointed  it was a total waste of money and i dont recommend it.if you want a good and easy to care for milk frother i recommend the one from nespresso.
November 15 2018,1.0,21,stay away! failed twice,update: this thing is trash. they sent a replacement  it does the same thing again within 10 days. props for this one lasting 3 more days than the last one.  do not buy thisworked great for 5 days.  now it shuts off anytime you start the brew.  replacement is arriving today  hopefully it doesn't do the same thing.  while it was working  my wife loved it.  frother works well  was quieter than her old single serve keurig machine.  there are a lot of reports of this machine having this same issue.  when it works  well worth it.  make sure you get the extra protection plan  just in case
December 24 2018,2.0,15,it cannot handle pressure,yes  this is the review that quotes billy joel.this thing worked fine for a while  but it has developed the nasty habit of forcing so much pressure into the k-cups at the end of its cycle that the top of the k-cup spits open  sending grinds and water all over the counter.no amount of cleaning  poking paper clips through holes  etc fixes this problem. occasionally it helps to poke an extra hole in the bottom of the k-cup to avoid this issue.so whatever happened to craftsmanship? why is my life littered with expensive keurig and apple products that are  from drafting table to assembly line  just thrown together? seems to me it is time for enterprising individuals to rediscover the joy of constant improvement; how an appreciation for excellence can provide life with the sort of satisfaction stock prices can't buy.maybe it's our fault. we enjoy the convenience of these silly online stores and lose our ability to discriminate in the process.
November 11 2020,1.0,7,a neat machine that broke within a year and the company does not stand by product,what a ridiculous waste of money. i like the keurig brewers for a fast and fun cup of coffee. it did what i was expecting in being able to make an imitation latte or cappuccino or just be used as a regular keurig. but then the milk frother started beeping randomly all times of day and stopped working. i searched online and it's a common problem/defect. nothing fixes it. i called keurig and they denied it being a known issue  wouldn't warranty the product  and simply offered to discount a new machine! 7 months! $200! this is absurd for a reputable company. if you take the risk with this machine  get a warranty... what a waste of money.
September 22 2019,4.0,8,there is a trick to making the frother always work,i read the reviews...…….. was really worried about getting a machine that had a defective frother.  i bought the machine anyways  because i really wanted one with a frother.  the coffee taste amazing  the "shot" function produces the closest thing to an espresso shot without actually having an espresso machine.  although i do recommend buying a darker roast coffee pod as opposed to a light or medium blend if that is what you are going for.  the machine also makes a "strong" cup of coffee when using the strong button.  the latte's and the capp's are really very well crafted considering i am using a keurig and not going to a coffee shop.  i have not tried the cold function yet.  now  the big thing that everyone complains about ………….. the frother not working.  as someone mentioned   it does help to have the lid on  but it is actually the small black wheel inside the milk container that has the issues.  i am not a engineer ( i am a nurse) so forgive my laymen terms on this matter.  the wheel seems to be activated by some sort of magnet  the movement of the small wheel is what makes the milk frothy.  mine did not work right...………… was going to send it back   but really loved the machine and the amount of water the tank held  so i was determined to make it work.  step 1  ------ put in your milk   do not overfill.  setp -2 --------- place the metal cup in it's spot.  step 3------------------ turn on your latte or capp button and then take a tooth pick or a wooden skewer and just flick the wheel to make it start spinning                  put the lid on and wait for your warm frothy milk to be done.  it's one extra step  and yes it should just work like it is supposed to right out of the box and keurig needs to fix the problem if they want to keep selling these machines                           but honestly   one little flick that takes a second to do   is all it takes and i love the coffee   so i will keep it !!!!  i really hope this helps some of the people who are having trouble so they too can enjoy a latte without frustration.  i was not paid for this review  nor did i receive any discounts or promotions...…….. i just hate to see people missing out on a good cup of coffee  :)  i deducted one star because really it should just work  without the extra step.
